type_path,type_kind,api_family,is_generic,lifetime_params,type_params,elicit_impl,proof_test,composition_test,row_kind,primary_gap_kind,our_traits_complete,direct_our_traits_complete,covered_indirectly,coverage_provider,wrapper_paths,direct_missing_our_traits,feature_unlock_possible,feature_owner_crate,blocked_reason,has_serialize,has_deserialize,has_json_schema,has_elicitation,has_elicit_introspect,has_elicit_spec,has_elicit_prompt_tree,has_to_code_literal,can_be_direct,missing_external_traits,missing_our_traits,candidate_unlock_features,action,notes
bevy_light::point_light::PointLight,Struct,bevy_light::point_light::PointLight,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::pbr::BevyPointLight,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::pbr::BevyPointLight),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_light::spot_light::SpotLight,Struct,bevy_light::spot_light::SpotLight,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::pbr::BevySpotLight,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::pbr::BevySpotLight),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_material::alpha::AlphaMode,Enum,bevy_material::alpha::AlphaMode,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::render_enums::BevyAlphaMode,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::render_enums::BevyAlphaMode),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::direction::Dir2,Struct,bevy_math::direction::Dir2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::ray::BevyDir2,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::ray::BevyDir2),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::direction::Dir3,Struct,bevy_math::direction::Dir3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::ray::BevyDir3,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::ray::BevyDir3),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::direction::Dir3A,Struct,bevy_math::direction::Dir3A,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::ray::BevyDir3A,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::ray::BevyDir3A),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Annulus,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyAnnulus,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyAnnulus),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Arc2d,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyArc2d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyArc2d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::CircularSector,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyCircularSector,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyCircularSector),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::CircularSegment,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyCircularSegment,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyCircularSegment),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Ellipse,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyEllipse,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyEllipse),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Line2d,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::ray::BevyLine2d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::ray::BevyLine2d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Plane2d,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyPlane2d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyPlane2d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Rectangle,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyRectangle,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyRectangle),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::RegularPolygon,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyRegularPolygon,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyRegularPolygon),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Rhombus,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyRhombus,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyRhombus),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Segment2d,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevySegment2d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevySegment2d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim2::Triangle2d,Struct,bevy_math::primitives::dim2,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyTriangle2d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyTriangle2d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim3::Cone,Struct,bevy_math::primitives::dim3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyCone,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyCone),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim3::ConicalFrustum,Struct,bevy_math::primitives::dim3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyConicalFrustum,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyConicalFrustum),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim3::Cuboid,Struct,bevy_math::primitives::dim3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyCuboid,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyCuboid),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim3::Cylinder,Struct,bevy_math::primitives::dim3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyCylinder,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyCylinder),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim3::Line3d,Struct,bevy_math::primitives::dim3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::ray::BevyLine3d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::ray::BevyLine3d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim3::Plane3d,Struct,bevy_math::primitives::dim3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyPlane3d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyPlane3d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim3::Tetrahedron,Struct,bevy_math::primitives::dim3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyTetrahedron,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyTetrahedron),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::primitives::dim3::Torus,Struct,bevy_math::primitives::dim3,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::shapes::BevyTorus,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::shapes::BevyTorus),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::ray::Ray2d,Struct,bevy_math::ray::Ray2d,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::ray::BevyRay2d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::ray::BevyRay2d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_math::ray::Ray3d,Struct,bevy_math::ray::Ray3d,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::ray::BevyRay3d,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::ray::BevyRay3d),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_pbr::pbr_material::StandardMaterial,Struct,bevy_pbr::pbr_material::StandardMaterial,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::pbr::BevyStandardMaterial,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::pbr::BevyStandardMaterial),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_picking::hover::PickingInteraction,Enum,bevy_picking::hover::PickingInteraction,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::picking::BevyPickingInteraction,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::picking::BevyPickingInteraction),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
bevy_sprite::sprite::SpriteScalingMode,Enum,bevy_sprite::sprite::SpriteScalingMode,false,,,Missing,Missing,Missing,Covered,,true,false,true,wrapper,elicitation::primitives::bevy_types::sprite::BevySpriteScalingMode,Elicitation;ElicitIntrospect;ElicitSpec;ElicitPromptTree;ToCodeLiteral,false,elicitation,wrapper coverage reduces direct trait gaps; remaining uncovered traits:  (wrappers: elicitation::primitives::bevy_types::sprite::BevySpriteScalingMode),absent,absent,absent,absent,absent,absent,absent,absent,false,Serialize(absent);Deserialize(absent);JsonSchema(absent),,,,
