item_path,item_kind,status,shadow_item,drift_confidence,notes
bevy_light::cluster::Clusters,Struct,Missing,,,
bevy_light::cluster::GlobalClusterSettings,Struct,Missing,,,
bevy_light::cluster::GlobalVisibleClusterableObjects,Struct,Missing,,,
bevy_light::cluster::VisibleClusterableObjects,Struct,Missing,,,
bevy_light::cluster::assign::ClusterableObjectAssignmentData,Struct,Missing,,,
bevy_light::cluster::assign::ClusterableObjectType,Enum,Missing,,,
bevy_light::directional_light::DirectionalLight,Struct,Covered,elicit_bevy::light::DirectionalLight,,
bevy_light::directional_light::DirectionalLightShadowMap,Struct,Missing,,,
bevy_light::directional_light::DirectionalLightTexture,Struct,Missing,,,
bevy_light::directional_light::SunDisk,Struct,Missing,,,
bevy_light::point_light::PointLight,Struct,Covered,elicit_bevy::light::PointLight,,
bevy_light::point_light::PointLightShadowMap,Struct,Missing,,,
bevy_light::point_light::PointLightTexture,Struct,Missing,,,
bevy_light::probe::AtmosphereEnvironmentMapLight,Struct,Missing,,,
bevy_light::probe::EnvironmentMapLight,Struct,Covered,elicit_bevy::light::EnvironmentMapLight,,
bevy_light::probe::GeneratedEnvironmentMapLight,Struct,Covered,elicit_bevy::light::GeneratedEnvironmentMapLight,,
bevy_light::probe::IrradianceVolume,Struct,Missing,,,
bevy_light::probe::LightProbe,Struct,Covered,elicit_bevy::light::LightProbe,,
bevy_light::spot_light::SpotLight,Struct,Covered,elicit_bevy::light::SpotLight,,
bevy_light::spot_light::SpotLightTexture,Struct,Missing,,,
bevy_light::volumetric::FogVolume,Struct,Missing,,,
bevy_light::volumetric::VolumetricFog,Struct,Missing,,,
bevy_light::volumetric::VolumetricLight,Struct,Missing,,,
bevy_log::FlushGuard,Struct,Missing,,,
bevy_log::LogPlugin,Struct,Missing,,,
bevy_math::affine3::Affine3,Struct,Drifted,elicit_bevy::math::affine::Affine2,0.86,probable rename
bevy_math::aspect_ratio::AspectRatio,Struct,Missing,,,
bevy_math::aspect_ratio::AspectRatioError,Enum,Missing,,,
bevy_math::bounding::bounded2d::Aabb2d,Struct,Missing,,,
bevy_math::bounding::bounded2d::BoundingCircle,Struct,Missing,,,
bevy_math::bounding::bounded2d::_::deserialize::__Field,Enum,Missing,,,
bevy_math::bounding::bounded2d::_::deserialize::__Field,Enum,Missing,,,
bevy_math::bounding::bounded2d::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::bounding::bounded2d::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::bounding::bounded2d::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::bounding::bounded2d::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::bounding::bounded3d::Aabb3d,Struct,Missing,,,
bevy_math::bounding::bounded3d::BoundingSphere,Struct,Missing,,,
bevy_math::bounding::bounded3d::_::deserialize::__Field,Enum,Missing,,,
bevy_math::bounding::bounded3d::_::deserialize::__Field,Enum,Missing,,,
bevy_math::bounding::bounded3d::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::bounding::bounded3d::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::bounding::bounded3d::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::bounding::bounded3d::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::bounding::raycast2d::AabbCast2d,Struct,Missing,,,
bevy_math::bounding::raycast2d::BoundingCircleCast,Struct,Missing,,,
bevy_math::bounding::raycast2d::RayCast2d,Struct,Missing,,,
bevy_math::bounding::raycast3d::AabbCast3d,Struct,Missing,,,
bevy_math::bounding::raycast3d::BoundingSphereCast,Struct,Missing,,,
bevy_math::bounding::raycast3d::RayCast3d,Struct,Missing,,,
bevy_math::common_traits::MismatchedUnitsError,Struct,Missing,,,
bevy_math::common_traits::Sum,Struct,Missing,,,
bevy_math::common_traits::WithDerivative,Struct,Missing,,,
bevy_math::common_traits::WithTwoDerivatives,Struct,Missing,,,
bevy_math::common_traits::_::deserialize::__Field,Enum,Missing,,,
bevy_math::common_traits::_::deserialize::__Field,Enum,Missing,,,
bevy_math::common_traits::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::common_traits::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::common_traits::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::common_traits::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::common_traits::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::compass::CompassOctant,Enum,Missing,,,
bevy_math::compass::CompassQuadrant,Enum,Missing,,,
bevy_math::compass::_::deserialize::__Field,Enum,Missing,,,
bevy_math::compass::_::deserialize::__Field,Enum,Missing,,,
bevy_math::compass::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::compass::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::compass::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::compass::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::cubic_splines::CubicBSpline,Struct,Missing,,,
bevy_math::cubic_splines::CubicBezier,Struct,Missing,,,
bevy_math::cubic_splines::CubicBezierError,Struct,Missing,,,
bevy_math::cubic_splines::CubicCardinalSpline,Struct,Missing,,,
bevy_math::cubic_splines::CubicCurve,Struct,Missing,,,
bevy_math::cubic_splines::CubicHermite,Struct,Missing,,,
bevy_math::cubic_splines::CubicNurbs,Struct,Missing,,,
bevy_math::cubic_splines::CubicNurbsError,Enum,Missing,,,
bevy_math::cubic_splines::CubicSegment,Struct,Missing,,,
bevy_math::cubic_splines::InsufficientDataError,Struct,Missing,,,
bevy_math::cubic_splines::LinearSpline,Struct,Missing,,,
bevy_math::cubic_splines::RationalCurve,Struct,Missing,,,
bevy_math::cubic_splines::RationalSegment,Struct,Missing,,,
bevy_math::cubic_splines::_::deserialize::__Field,Enum,Missing,,,
bevy_math::cubic_splines::_::deserialize::__Field,Enum,Missing,,,
bevy_math::cubic_splines::_::deserialize::__Field,Enum,Missing,,,
bevy_math::cubic_splines::_::deserialize::__Field,Enum,Missing,,,
bevy_math::cubic_splines::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::cubic_splines::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::cubic_splines::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::cubic_splines::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::cubic_splines::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::cubic_splines::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::cubic_splines::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::cubic_splines::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::ChainError,Enum,Missing,,,
bevy_math::curve::LinearReparamError,Enum,Missing,,,
bevy_math::curve::PingPongError,Enum,Missing,,,
bevy_math::curve::RepeatError,Enum,Missing,,,
bevy_math::curve::ResamplingError,Enum,Missing,,,
bevy_math::curve::ReverseError,Enum,Missing,,,
bevy_math::curve::adaptors::ChainCurve,Struct,Missing,,,
bevy_math::curve::adaptors::ConstantCurve,Struct,Missing,,,
bevy_math::curve::adaptors::ContinuationCurve,Struct,Missing,,,
bevy_math::curve::adaptors::CurveReparamCurve,Struct,Missing,,,
bevy_math::curve::adaptors::ForeverCurve,Struct,Missing,,,
bevy_math::curve::adaptors::FunctionCurve,Struct,Missing,,,
bevy_math::curve::adaptors::GraphCurve,Struct,Missing,,,
bevy_math::curve::adaptors::LinearReparamCurve,Struct,Missing,,,
bevy_math::curve::adaptors::MapCurve,Struct,Missing,,,
bevy_math::curve::adaptors::PingPongCurve,Struct,Missing,,,
bevy_math::curve::adaptors::ReparamCurve,Struct,Missing,,,
bevy_math::curve::adaptors::RepeatCurve,Struct,Missing,,,
bevy_math::curve::adaptors::ReverseCurve,Struct,Missing,,,
bevy_math::curve::adaptors::ZipCurve,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::adaptors::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::cores::ChunkedUnevenCore,Struct,Missing,,,
bevy_math::curve::cores::ChunkedUnevenCoreError,Enum,Missing,,,
bevy_math::curve::cores::EvenCore,Struct,Missing,,,
bevy_math::curve::cores::EvenCoreError,Enum,Missing,,,
bevy_math::curve::cores::InterpolationDatum,Enum,Missing,,,
bevy_math::curve::cores::UnevenCore,Struct,Missing,,,
bevy_math::curve::cores::UnevenCoreError,Enum,Missing,,,
bevy_math::curve::cores::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::cores::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::cores::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::cores::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::cores::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::cores::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::cores::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::cores::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::cores::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::cores::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::cores::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::cores::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::cores::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_math::curve::derivatives::SampleDerivativeWrapper,Struct,Missing,,,
bevy_math::curve::derivatives::SampleTwoDerivativesWrapper,Struct,Missing,,,
bevy_math::curve::derivatives::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::derivatives::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::easing::BackInCurve,Struct,Missing,,,
bevy_math::curve::easing::BackInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::BackOutCurve,Struct,Missing,,,
bevy_math::curve::easing::BounceInCurve,Struct,Missing,,,
bevy_math::curve::easing::BounceInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::BounceOutCurve,Struct,Missing,,,
bevy_math::curve::easing::CircularInCurve,Struct,Missing,,,
bevy_math::curve::easing::CircularInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::CircularOutCurve,Struct,Missing,,,
bevy_math::curve::easing::CubicInCurve,Struct,Missing,,,
bevy_math::curve::easing::CubicInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::CubicOutCurve,Struct,Missing,,,
bevy_math::curve::easing::EaseFunction,Enum,Missing,,,
bevy_math::curve::easing::EasingCurve,Struct,Missing,,,
bevy_math::curve::easing::ElasticCurve,Struct,Missing,,,
bevy_math::curve::easing::ElasticInCurve,Struct,Missing,,,
bevy_math::curve::easing::ElasticInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::ElasticOutCurve,Struct,Missing,,,
bevy_math::curve::easing::ExponentialInCurve,Struct,Missing,,,
bevy_math::curve::easing::ExponentialInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::ExponentialOutCurve,Struct,Missing,,,
bevy_math::curve::easing::JumpAt,Enum,Missing,,,
bevy_math::curve::easing::LinearCurve,Struct,Missing,,,
bevy_math::curve::easing::QuadraticInCurve,Struct,Missing,,,
bevy_math::curve::easing::QuadraticInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::QuadraticOutCurve,Struct,Missing,,,
bevy_math::curve::easing::QuarticInCurve,Struct,Missing,,,
bevy_math::curve::easing::QuarticInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::QuarticOutCurve,Struct,Missing,,,
bevy_math::curve::easing::QuinticInCurve,Struct,Missing,,,
bevy_math::curve::easing::QuinticInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::QuinticOutCurve,Struct,Missing,,,
bevy_math::curve::easing::SineInCurve,Struct,Missing,,,
bevy_math::curve::easing::SineInOutCurve,Struct,Missing,,,
bevy_math::curve::easing::SineOutCurve,Struct,Missing,,,
bevy_math::curve::easing::SmoothStepCurve,Struct,Missing,,,
bevy_math::curve::easing::SmoothStepInCurve,Struct,Missing,,,
bevy_math::curve::easing::SmoothStepOutCurve,Struct,Missing,,,
bevy_math::curve::easing::SmootherStepCurve,Struct,Missing,,,
bevy_math::curve::easing::SmootherStepInCurve,Struct,Missing,,,
bevy_math::curve::easing::SmootherStepOutCurve,Struct,Missing,,,
bevy_math::curve::easing::StepsCurve,Struct,Missing,,,
bevy_math::curve::easing::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::easing::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::easing::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::easing::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::easing::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::easing::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::easing::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::easing::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::easing::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::easing::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_math::curve::interval::Interval,Struct,Missing,,,
bevy_math::curve::interval::InvalidIntervalError,Struct,Missing,,,
bevy_math::curve::interval::LinearMapError,Enum,Missing,,,
bevy_math::curve::interval::SpacedPointsError,Struct,Missing,,,
bevy_math::curve::interval::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::interval::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::interval::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::sample_curves::SampleAutoCurve,Struct,Missing,,,
bevy_math::curve::sample_curves::SampleCurve,Struct,Missing,,,
bevy_math::curve::sample_curves::UnevenSampleAutoCurve,Struct,Missing,,,
bevy_math::curve::sample_curves::UnevenSampleCurve,Struct,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__Field,Enum,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::curve::sample_curves::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::direction::Dir2,Struct,Covered,elicit_bevy::math::dir::Dir2,,
bevy_math::direction::Dir3,Struct,Covered,elicit_bevy::math::dir::Dir3,,
bevy_math::direction::Dir3A,Struct,Covered,elicit_bevy::math::dir::Dir3A,,
bevy_math::direction::Dir4,Struct,Drifted,elicit_bevy::math::dir::Dir2,0.75,probable rename
bevy_math::direction::InvalidDirectionError,Enum,Missing,,,
bevy_math::direction::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::direction::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::direction::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::direction::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::float_ord::FloatOrd,Struct,Missing,,,
bevy_math::isometry::Isometry2d,Struct,Covered,elicit_bevy::math::isometry::Isometry2d,,
bevy_math::isometry::Isometry3d,Struct,Covered,elicit_bevy::math::isometry::Isometry3d,,
bevy_math::isometry::_::deserialize::__Field,Enum,Missing,,,
bevy_math::isometry::_::deserialize::__Field,Enum,Missing,,,
bevy_math::isometry::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::isometry::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_math::isometry::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::isometry::_::deserialize::__Visitor,Struct,Missing,,,
bevy_math::primitives::WindingOrder,Enum,Missing,,,
bevy_math::primitives::dim2::Annulus,Struct,Covered,elicit_bevy::math::shapes::Annulus,,
bevy_math::primitives::dim2::Arc2d,Struct,Covered,elicit_bevy::math::shapes::Arc2d,,
bevy_math::primitives::dim2::Capsule2d,Struct,Covered,elicit_bevy::math::shapes::Capsule2d,,
bevy_math::primitives::dim2::Circle,Struct,Covered,elicit_bevy::math::shapes::Circle,,
bevy_math::primitives::dim2::CircularSector,Struct,Missing,,,
bevy_math::primitives::dim2::CircularSegment,Struct,Missing,,,
bevy_math::primitives::dim2::ConvexPolygon,Struct,Missing,,,
bevy_math::primitives::dim2::ConvexPolygonError,Enum,Missing,,,
bevy_math::primitives::dim2::Ellipse,Struct,Covered,elicit_bevy::math::shapes::Ellipse,,
bevy_math::primitives::dim2::Line2d,Struct,Missing,,,
bevy_math::primitives::dim2::Plane2d,Struct,Covered,elicit_bevy::math::shapes::Plane2d,,
bevy_math::primitives::dim2::Polygon,Struct,Missing,,,
bevy_math::primitives::dim2::Polyline2d,Struct,Missing,,,
bevy_math::primitives::dim2::Rectangle,Struct,Covered,elicit_bevy::math::shapes::Rectangle,,
bevy_math::primitives::dim2::RegularPolygon,Struct,Covered,elicit_bevy::math::shapes::RegularPolygon,,
